Subject,TimeStamp,Frame,Data1,Data2,Data3,Data4,Data5,Data6,Data7,Data8,Data9,Data10,Data11,Data12,Data13,Data14,Data15,Data16,Data17,Data18,Data19,Data20,Data21,Data22,Data23,Data24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naren-2,1.016019,72,0,0,354.8061,348.485,349.6829,11.88963,293.3519,251.9322,292.7833,287.5963,254.6545,288.5044,289.4935,252.66,283.8901,354.1525,297.3737,254.0948,289.5149,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naren-2,1.026124,73,0,0,354.5356,348.5337,348.9397,10.93443,293.3713,251.9293,292.9522,287.4475,254.6728,288.5046,289.2718,252.688,283.9106,354.1525,297.174,253.9549,289.547,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naren-2,1.041587,74,0,0,354.123,348.5132,347.4243,9.183675,293.3471,251.9278,293.3299,287.4691,254.7464,288.5049,289.1373,252.748,283.9404,354.1525,297.1512,253.8652,289.6333,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naren-2,1.055613,75,0,0,353.7155,348.4962,345.9487,7.49995,293.3192,251.9262,293.7027,287.4846,254.8197,288.5051,289.0039,252.8064,283.9712,354.1525,297.1278,253.7741,289.7198,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naren-2,1.069585,76,0,0,353.3623,348.4426,343.9588,5.0441,293.3577,251.9254,294.0227,287.5013,254.7947,288.5784,288.7716,252.7575,284.095,354.1525,297.0137,253.7137,289.7107,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naren-2,1.085928,77,0,0,353.0114,348.3907,342.0117,2.660889,293.3948,251.9245,294.3395,287.5152,254.7689,288.6528,288.5391,252.707,284.2205,354.1525,296.8987,253.6526,289.7011,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naren-2,1.097355,78,0,0,352.6635,348.3401,340.1308,0.3745854,293.4309,251.9236,294.6524,287.5272,254.7427,288.7279,288.3075,252.6555,284.3468,354.1525,296.7834,253.5913,289.6911,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naren-2,1.111285,79,0,0,352.2039,348.1417,338.8184,358.4782,293.7298,251.9233,295.0088,287.749,254.6584,288.9745,288.2566,252.6339,284.5149,354.1525,296.623,253.6601,289.6808,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naren-2,1.125538,80,0,0,351.7531,347.9467,337.4772,356.586,294.0217,251.9229,295.3605,287.9587,254.5766,289.2153,288.1961,252.6105,284.6817,354.1525,296.4646,253.7221,289.6704,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naren-2,1.139247,81,0,0,351.3501,347.5071,336.4182,355.9174,295.314,252.0236,295.5488,288.9906,254.8423,289.5739,288.6378,252.649,284.9317,354.1525,296.4334,254.0097,289.856,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naren-2,1.153076,82,0,0,350.9413,347.0623,335.2911,355.0724,296.6409,252.1258,295.7442,290.0543,255.1129,289.9348,289.0636,252.6869,285.1844,354.1525,296.3999,254.2963,290.0435,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naren-2,1.169325,83,0,0,350.5285,346.6162,334.1232,354.1267,297.9814,252.2288,295.9445,291.134,255.3866,290.297,289.4825,252.7243,285.4391,354.1525,296.3647,254.587,290.2321,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naren-2,1.181178,84,0,0,350.3212,346.2548,333.7842,353.2691,301.3553,252.643,296.1406,294.3122,256.0286,290.5499,290.4777,252.8732,285.8535,354.1525,296.6632,255.242,290.6219,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naren-2,1.193392,85,0,0,350.0951,345.8915,333.3068,352.3552,304.5926,253.0474,296.3393,297.3868,256.6589,290.8082,291.4686,253.0176,286.2607,354.1525,296.9395,255.8883,291.0043,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naren-2,1.208665,86,0,0,349.8308,345.5152,332.2542,351.0279,306.9663,253.5346,296.7479,299.9834,257.1496,291.0142,292.7225,253.3664,286.7277,354.1525,297.2436,256.8278,291.5241,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naren-2,1.222806,87,0,0,349.5797,345.1652,331.2899,349.8334,309.1046,253.9873,297.1249,302.3171,257.6041,291.2095,293.8947,253.6924,287.1608,354.1525,297.5283,257.7058,292.0075,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naren-2,1.236795,88,0,0,348.8967,344.8709,329.5376,348.2484,309.5807,254.2072,297.5099,302.7245,257.6649,291.1329,294.4177,253.8883,287.6278,354.1525,297.7142,258.3291,292.4316,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naren-2,1.253099,89,0,0,348.1861,344.5714,327.7672,346.6469,310.1603,254.4202,297.901,303.2216,257.7178,291.0532,294.9305,254.0805,288.1036,354.1525,297.8966,258.9523,292.8595,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naren-2,1.264738,90,0,0,347.4695,344.2731,326.0287,345.0665,310.7946,254.6266,298.2911,303.7666,257.7654,290.9717,295.4296,254.2684,288.5779,354.1525,298.0748,259.5643,293.2836,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naren-2,1.277279,91,0,0,346.2465,343.9523,324.9442,343.5083,309.3972,254.0982,298.654,301.9333,257.3016,291.0594,294.8555,254.2117,288.969,354.1525,297.8167,259.7216,293.5598,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naren-2,1.292246,92,0,0,345.0422,343.6342,323.7895,341.9538,308.2968,253.602,299.0183,300.4397,256.8606,291.1414,294.3564,254.16,289.3636,354.1525,297.5667,259.9009,293.8407,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naren-2,1.306409,93,0,0,343.961,343.9085,322.8746,340.4909,306.5265,253.2914,299.2483,298.5281,256.5237,291.3746,293.2617,253.9988,289.7064,354.1525,296.4989,259.8412,294.118,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naren-2,1.322852,94,0,0,342.8676,344.162,321.901,339.0009,304.9847,252.9951,299.4819,296.8654,256.1981,291.6104,292.2564,253.8393,290.0543,354.1525,295.3402,259.7964,294.3998,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naren-2,1.334347,95,0,0,341.7892,344.4044,320.9067,337.5212,303.5394,252.7003,299.7156,295.1113,255.8699,291.8451,291.1934,253.6808,290.4011,354.1525,294.1625,259.7613,294.6813,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naren-2,1.348188,96,0,0,341.3145,344.8598,320.1317,336.1185,302.1883,252.5467,300.1138,293.488,255.7099,292.2913,289.838,253.6403,290.7864,354.1525,292.4443,259.8187,295.1385,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naren-2,1.360584,97,0,0,340.7784,345.2854,319.308,334.6905,300.7031,252.3899,300.5049,291.7574,255.5442,292.7338,288.4218,253.5955,291.1721,354.1525,290.7015,259.8741,295.5894,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naren-2,1.376279,98,0,0,340.8215,345.557,318.6839,333.3829,299.7774,252.2946,300.7491,290.7622,255.4567,292.9919,286.9027,253.5715,291.4892,354.1525,289.3909,259.8793,295.9663,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naren-2,1.389998,99,0,0,340.7957,345.8347,318.022,332.0592,298.8419,252.1989,300.9932,289.7584,255.3678,293.2466,285.4012,253.5455,291.8071,354.1525,288.1002,259.8851,296.3397,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naren-2,1.406275,100,0,0,340.7291,346.1159,317.3385,330.7276,297.9041,252.1029,301.2368,288.7522,255.2778,293.4991,283.9223,253.5182,292.1253,354.1525,286.8268,259.8912,296.7103,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naren-2,1.417848,101,0,0,340.7139,346.0945,317.3639,329.6482,297.6667,252.0612,301.3164,288.6896,255.3181,293.598,283.4943,253.6042,292.331,354.1525,286.4774,259.9823,296.9936,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naren-2,1.431289,102,0,0,340.6747,346.088,317.271,328.5199,297.3685,252.0168,301.4101,288.5271,255.3514,293.7067,282.972,253.6849,292.547,354.1525,286.0315,260.0676,297.2831,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naren-2,1.444103,103,0,0,340.7795,345.9889,317.5247,328.2307,297.3395,251.9994,301.582,288.365,255.4666,293.6691,282.5646,253.8369,292.5796,354.1525,285.8247,260.2282,297.5065,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naren-2,1.459466,104,0,0,340.8629,345.8995,317.6914,327.7989,297.2654,251.9801,301.7566,288.159,255.577,293.6422,282.1049,253.9858,292.6275,354.1525,285.5565,260.3836,297.7364,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naren-2,1.473634,105,0,0,340.7237,345.784,318.0898,327.744,297.2111,251.9724,302.1415,288.0891,255.8304,293.5575,281.8633,254.295,292.7266,354.1525,285.4675,260.6736,297.8138,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naren-2,1.489772,106,0,0,340.5807,345.6726,318.4394,327.5996,297.1368,251.9642,302.5299,287.9969,256.0917,293.4774,281.5909,254.6105,292.8319,354.1525,285.3446,260.9647,297.8968,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naren-2,1.501488,107,0,0,340.4356,345.5618,318.7616,327.4055,297.0498,251.9556,302.9175,287.8906,256.3566,293.4003,281.3003,254.9276,292.941,354.1525,285.2018,261.2544,297.9831,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naren-2,1.513676,108,0,0,339.9558,345.7553,319.5961,328.1261,297.275,252.0744,303.7022,288.1518,256.8158,293.5991,281.1326,255.6356,293.5397,354.1525,284.9266,261.886,298.4374,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naren-2,1.528887,109,0,0,339.4982,345.9438,320.3691,328.6998,297.4715,252.1886,304.4578,288.3767,257.27,293.7869,280.9463,256.3277,294.1092,354.1525,284.6539,262.4974,298.8684,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naren-2,1.543101,110,0,0,339.5421,345.7964,321.2805,330.4184,300.8368,254.0439,305.4272,290.4518,258.9326,294.3393,282.0605,257.6426,295.098,354.1525,285.038,263.7157,299.4191,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naren-2,1.559348,111,0,0,339.5763,345.6464,322.2094,331.956,304.5804,255.986,306.3698,292.6337,260.6061,294.8856,283.0701,258.9378,296.0586,354.1525,285.3944,264.9083,299.9537,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naren-2,1.570992,112,0,0,339.6041,345.4939,323.1756,333.3837,308.4648,257.9638,307.2946,294.9405,262.2736,295.427,284.0168,260.2145,296.9993,354.1525,285.7338,266.0805,300.4782,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naren-2,1.584988,113,0,0,341.2486,345.1443,325.0719,336.7894,320.5931,273.4938,311.5352,308.2086,278.8474,300.0129,294.8085,270.221,299.3787,354.1525,289,276.3726,303.082,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naren-2,1.60066,114,0,0,342.8902,344.8005,326.9127,340.2133,330.8753,286.2976,315.3191,319.5102,292.2735,304.2083,304.7056,278.7487,301.5732,354.1525,292.3229,285.0951,305.4637,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naren-2,1.610876,115,0,0,346.389,344.4005,330.2902,345.9464,337.973,308.1406,325.5034,329.5143,312.2538,315.1559,320.9876,296.1527,309.815,354.1525,302.5861,303.0703,316.0556,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naren-2,1.626071,116,0,0,349.9188,344.0067,333.5845,351.4868,344.6495,325.8175,334.6318,338.4356,328.5499,325.0688,334.9307,310.6872,317.5023,354.1525,312.8712,318.0005,325.9257,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naren-2,1.640917,117,0,0,353.3782,343.5702,337.0038,358.3597,346.0768,332.491,340.0488,340.9683,333.5845,331.5349,338.649,318.6026,324.4456,354.1525,320.7441,324.7897,333.817,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naren-2,1.654696,118,0,0,356.7032,343.1359,340.3314,4.87608,348.4827,340.8085,345.4429,344.5576,340.5538,337.8168,343.616,326.9055,330.9846,354.1525,328.152,332.3176,341.2444,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naren-2,1.672169,119,0,0,359.8027,342.7119,343.5023,10.94465,351.3146,349.6733,350.7357,348.5802,348.2038,343.8806,349.071,335.2616,337.127,354.1525,335.0687,340.0616,348.243,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naren-2,1.680951,120,0,0,1.890993,342.8234,344.1229,12.36678,350.232,346.1937,350.7192,346.7299,346.8264,344.0105,347.2012,337.7459,339.1185,354.1525,341.5243,339.3485,348.0045,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naren-2,1.695777,121,0,0,4.016902,342.8959,345.1291,14.71947,350.327,347.1962,352.0993,346.6844,348.7405,345.705,347.6833,342.1913,342.0354,354.1525,347.8765,341.4778,349.6315,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naren-2,1.709529,122,0,0,4.422613,343.286,344.9761,16.23206,350.4313,346.3243,351.6629,345.6307,348.951,345.4697,346.2318,343.8946,342.7795,354.1525,350.2585,340.2778,347.9783,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naren-2,1.72361,123,0,0,5.102324,343.6427,345.1357,18.21018,350.8954,347.0793,352.0473,345.3159,350.4685,346.1382,345.8852,346.8981,344.2977,354.1525,353.634,340.7348,347.6362,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naren-2,1.740794,124,0,0,5.930007,343.9769,345.4606,19.62763,351.5323,348.4644,352.8051,345.3319,352.5033,347.2128,346.0125,350.4291,346.1765,354.1525,357.461,341.8559,347.8676,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naren-2,1.750319,125,0,0,5.647994,344.166,344.9055,20.29281,352.6241,348.7417,352.7558,345.4325,353.132,347.6193,345.8912,350.6749,346.4142,354.1525,358.8165,341.2718,346.9135,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naren-2,1.76542,126,0,0,5.639807,344.3588,344.5761,20.61055,353.6734,349.5445,353.0311,345.6224,354.3497,348.3305,345.9842,352.1329,347.1993,354.1525,1.041484,341.3901,346.4451,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naren-2,1.779297,127,0,0,5.29292,344.5046,344.6951,20.76563,353.8647,349.708,353.1351,346.2789,355.0362,348.8551,346.4772,352.3936,347.5609,354.1525,2.642575,340.9401,345.7446,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naren-2,1.793533,128,0,0,5.096864,344.6604,344.8425,20.84285,354.2239,350.217,353.3935,346.8943,356.0797,349.5458,346.9728,353.3782,348.221,354.1525,4.755397,340.8434,345.2386,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naren-2,1.80978,129,0,0,4.898371,344.7518,345.4032,20.88218,354.8595,351.0263,353.745,347.8486,356.8606,350.2533,347.8225,353.9671,348.7621,354.1525,6.117444,340.6657,344.8233,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naren-2,1.819422,130,0,0,4.751233,344.8433,345.9529,20.90256,355.5165,351.8776,354.1341,348.751,357.7868,351.0091,348.6303,354.8251,349.4099,354.1525,7.747499,340.6014,344.4583,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naren-2,1.835165,131,0,0,4.633037,344.935,346.4962,20.91334,356.1848,352.7484,354.5429,349.6262,358.7791,351.7896,349.4168,355.8025,350.1113,354.1525,9.499625,340.5914,344.1199,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naren-2,1.848873,132,0,0,4.158666,345.0026,347.2663,20.8342,357.1214,354.0229,355.1959,350.6442,359.5134,352.506,350.4271,356.3913,350.5718,354.1525,10.33524,340.8706,343.9343,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naren-2,1.862819,133,0,0,3.73445,345.0705,348.0103,20.75374,358.0219,355.22,355.8191,351.6295,359.8659,353.2433,351.3923,357.1089,351.0954,354.1525,11.42891,341.1155,343.737,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naren-2,1.878988,134,0,0,3.388634,345.0742,348.4576,20.69834,358.7609,356.4372,356.5593,352.6128,0.0390571,354.1744,352.2423,357.4991,351.4263,354.1525,12.07292,341.74,343.7917,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
